Price,Close,High,Low,Open,Volume
Ticker,FIS,FIS,FIS,FIS,FIS
Date,,,,,
2020-01-02,123.97660064697266,124.80961217213135,123.35627723101501,123.95001632357706,3002300
2020-01-03,123.1968002319336,124.34883743051134,122.12451602227813,122.19541207533332,2365700
2020-01-06,124.37540435791016,124.37540435791016,122.13336939164175,122.40808310751879,3685700
2020-01-07,122.46126556396484,124.06524984486144,122.38151257721111,123.76395176909902,3568500
2020-01-08,124.26022338867188,124.72989794392662,122.7980310596019,122.99297831770944,3206700
2020-01-09,126.65290069580078,126.76810847444459,124.52607315216588,124.94257902045067,4133200
2020-01-10,125.78446197509766,127.53023863688628,125.37681299656109,127.06056405498795,2170800
2020-01-13,126.48450469970703,126.67946543863317,125.3324676575174,126.27183009145136,4227700
2020-01-14,126.23637390136719,126.92759341456735,125.27044067420765,126.59971104913683,1936700
2020-01-15,128.03530883789062,128.49612631844423,126.23636415119533,126.74149334523155,2941200
2020-01-16,129.5950164794922,129.67476946399665,127.91126573728945,128.76200480478667,3871300
2020-01-17,130.3482666015625,130.5432273635643,128.36323123869198,130.5432273635643,3715800
2020-01-21,130.8179168701172,131.73955185097324,129.9051523453696,130.05580135680944,3844900
2020-01-22,131.67752075195312,132.68776570105652,131.62435210021678,132.06744222740315,3017800
2020-01-23,132.0497589111328,132.51943352095327,131.04838408444272,131.98773330408363,1902200
2020-01-24,131.0837860107422,133.2992367211496,130.47231945114365,132.48395248236426,2359000
2020-01-27,129.7279052734375,130.43685206317454,128.6113232069755,129.10758190318083,1985000
2020-01-28,131.11923217773438,132.45735945094953,129.9140265295933,129.9140265295933,2391500
2020-01-29,131.23443603515625,132.58143386350585,131.02176141944292,131.5268771538002,1661200
2020-01-30,130.7115936279297,131.27874847634902,129.92289370556472,130.41915250767687,3983100
2020-01-31,127.30867767333984,130.56095807179312,126.68835410669364,130.56095807179312,3984700
2020-02-03,129.1607208251953,129.3645384166578,127.87576267062039,128.58470929722344,2868400
2020-02-04,130.6407012939453,131.8990757270703,130.1710268055972,130.42801314897994,1957300
2020-02-05,129.48866271972656,132.1560741100124,128.44297644329708,131.54460753187993,2968100
2020-02-06,130.56982421875,130.76478499945506,129.26713787587545,129.79885155453303,2310000
2020-02-07,129.79000854492188,130.34829309317374,129.29373608130402,130.10903408194093,2494500
2020-02-10,132.90931701660156,133.26379724824767,129.3911801594884,129.52411531712005,4263000
2020-02-11,132.4928436279297,133.75121833371844,132.21812983243206,133.37902414091118,2908800
2020-02-12,131.11923217773438,132.55483981668291,130.66727160840824,132.17377528807532,3407000
2020-02-13,136.75535583496094,138.9708066732253,130.69387206472015,131.90794831907542,7114800
2020-02-14,139.52023315429688,140.20259579376355,136.35656288934678,136.78193918311334,4133600
2020-02-18,137.93399047851562,139.6443258881497,133.99936038672683,139.52911809520916,4518900
2020-02-19,139.3873291015625,139.94562716046335,138.55433076494,138.73156416588006,2328500
2020-02-20,138.93536376953125,139.38731091125473,135.5501616306135,139.1303245417351,2326700
2020-02-21,137.29588317871094,138.571984749219,136.24134016617316,138.04914170970238,2759400
2020-02-24,133.5651092529297,135.55015819134837,132.53713675685358,133.43218760345417,3651200
2020-02-25,128.19485473632812,134.41583115742856,127.95558225181219,133.8575467229437,5343900
2020-02-26,127.52139282226562,131.2699467868897,127.22009464018599,128.46961262839403,4085900
