Price,Close,High,Low,Open,Volume
Ticker,CI,CI,CI,CI,CI
Date,,,,,
2020-01-02,187.45040893554688,188.28275282431022,184.84362254339024,187.8620031141498,1372600
2020-01-03,185.84063720703125,186.94738209745307,183.66375560343545,184.77048653725137,1387300
2020-01-06,189.26145935058594,189.48098279099938,184.71559770198655,184.7613334966483,1243000
2020-01-07,190.1852264404297,190.96269293861272,187.76138328638075,188.5845716143137,1354600
2020-01-08,193.3682861328125,193.65182851762054,189.5084195730921,190.18525908351003,1483600
2020-01-09,192.85610961914062,194.11833121031896,191.16398265889512,192.1060815525994,2018200
2020-01-10,192.33468627929688,194.2280390071392,191.8041818525092,194.0085156026262,1034800
2020-01-13,186.14247131347656,191.163960270314,184.72475932843088,190.7157717984123,2376600
2020-01-14,187.67910766601562,189.28890441346866,185.69429692894843,185.9138064201524,1499100
2020-01-15,190.45965576171875,192.46276347754142,187.67909538773503,187.67909538773503,1799700
2020-01-16,192.94752502441406,193.23106739255618,190.70661080626084,191.53895475936474,1387500
2020-01-17,194.38352966308594,194.49328438712283,191.37429071744896,192.9566624241954,1680000
2020-01-21,194.8225860595703,196.13969873359312,192.44446440296196,193.6152281228479,2192200
2020-01-22,193.23104858398438,195.55429258336665,192.41700181804399,195.09696262594838,1468700
2020-01-23,194.5481719970703,195.17014803144866,191.923102360491,193.02983310376788,1511600
2020-01-24,188.42910766601562,194.81344472112463,187.26749947722507,194.55734102937518,1882200
2020-01-27,182.8862762451172,185.31927535482703,179.86789525514533,184.944261380561,1498300
2020-01-28,187.80714416503906,188.5297194421787,183.50824484900028,184.16680118197522,1603400
2020-01-29,185.2552490234375,188.80413464901432,184.5052350049033,187.37726713754478,1849500
2020-01-30,180.17886352539062,184.33141344111058,178.2397749952431,183.39845641040765,3180000
2020-01-31,175.9623260498047,179.1087592333134,174.7824066276857,178.70630652984977,1816000
2020-02-03,175.40435791015625,179.34654040750544,174.86469788528547,177.27941376350316,2356200
2020-02-04,180.05996704101562,181.7520936131578,177.35256731690893,177.59038784765983,1955700
2020-02-05,188.8590087890625,189.79196597544183,183.0143314553601,183.0143314553601,2122600
2020-02-06,193.77989196777344,197.731216395834,190.0938128313975,192.30728862857222,3006200
2020-02-07,191.09075927734375,194.6304888954962,190.25841535497293,192.69141422500908,2046800
2020-02-10,192.37132263183594,193.8164733358236,189.80111597784398,190.27674314684322,2041400
2020-02-11,196.81654357910156,196.95375096106585,192.44446964065207,194.2280679099541,1815100
2020-02-12,203.56674194335938,205.46923655438016,198.48123421226776,199.2312621651435,2720700
2020-02-13,202.95391845703125,205.11251673883456,201.52705100842655,201.52705100842655,2115900
2020-02-14,201.53619384765625,203.3106365933873,200.24651981617893,202.7252547144806,2077300
2020-02-18,203.0087890625,205.4052078102877,200.70384189954095,201.53618586902678,1956100
2020-02-19,202.5423583984375,204.49973068245066,200.76791536443727,202.59723577778067,1615200
2020-02-20,201.6002197265625,202.8167192362145,197.7586504078008,200.5940881150896,2206200
2020-02-21,198.655029296875,201.06058982532056,198.2708737297744,199.91726470063816,1469800
2020-02-24,183.2612762451172,192.18835272754598,182.97773388113384,190.1303677490302,3114500
2020-02-25,175.3952178955078,186.53578530711576,173.200039211318,185.98698365776545,2824100
2020-02-26,172.79757690429688,178.8160417754181,172.450001615295,177.18794798473297,2869700
2020-02-27,166.4040985107422,173.59332716195374,166.2120277132706,168.74563999484317,3101300
2020-02-28,167.32791137695312,168.8370948731755,159.35207464363904,161.2088334241376,5465700
2020-03-02,177.75503540039062,177.9379646238375,165.01382727097632,167.75780749249492,3901200
2020-03-03,173.09942626953125,186.4809081798894,170.9499694227759,177.75504289200356,3570000
2020-03-04,191.6578369140625,193.85302913517486,187.82542350445874,190.28584700959343,6127800
2020-03-05,183.7826385498047,188.74010834044813,181.67893158403476,185.70343025210445,3106900
2020-03-06,178.8343505859375,179.7764493930917,171.9561025750845,177.63614806168934,3447900
2020-03-09,166.13623046875,170.48175397207376,159.09189699053232,165.8251718614291,3897800
2020-03-10,180.92935180664062,181.78015308276446,170.18903963494114,171.79916583419214,4188200
2020-03-11,171.28683471679688,179.80405978447908,167.9110463671272,174.9553808665115,4106600
2020-03-12,150.28196716308594,165.98989334500706,149.65072030398272,160.24465352161752,4830200
