Price,Close,High,Low,Open,Volume
Ticker,AWK,AWK,AWK,AWK,AWK
Date,,,,,
2020-01-02,107.29737091064453,109.93964167885898,106.74392791779404,109.79681328687654,1618900
2020-01-03,107.99363708496094,109.01126542804789,107.51160153132525,107.51160153132525,869300
2020-01-06,107.7883071899414,108.68096397826389,107.55621451805692,108.00254291221817,765800
2020-01-07,107.11882019042969,107.98469840997132,107.03848434429383,107.50266290186264,841000
2020-01-08,107.55622100830078,108.18108488409106,106.4314782906545,106.71712820773737,1096700
2020-01-09,109.02017974853516,109.10052240727728,107.25272298138454,107.55622304446705,803600
2020-01-10,109.40404510498047,109.56472364527619,109.03805925846025,109.08268802438903,754700
2020-01-13,110.45735168457031,110.71622297653944,109.59147348981209,109.59147348981209,961800
2020-01-14,111.19824981689453,111.19824981689453,110.25203585193854,110.6894357475689,886100
2020-01-15,113.26029205322266,113.39419193497896,111.47497845762086,111.58209972511209,912600
2020-01-16,114.76890563964844,114.91172039361982,113.21567771026184,113.3674277507001,984200
2020-01-17,116.43817138671875,116.5720644770202,114.98313624141227,115.00099319374036,1338400
2020-01-21,118.91976165771484,119.08043337298214,116.22393381658341,116.48281196344422,1666700
2020-01-22,119.66065216064453,120.3390664557295,118.96438091491294,119.43748795058023,1255000
2020-01-23,120.76757049560547,120.9818130985578,119.44644182956473,119.64282747705451,933300
2020-01-24,121.2049560546875,121.76733427550076,120.68721340424831,120.76754925840343,813800
2020-01-27,120.73181915283203,122.14221837891733,120.44616246968852,121.40131168048174,703400
2020-01-28,121.22280883789062,121.74947313594599,120.5711731196041,120.98178766285079,904200
2020-01-29,121.43701934814453,121.76731161074389,120.7586051156695,121.40131907100844,608400
2020-01-30,122.08871459960938,122.40113641009039,121.0443074337964,121.24069308420906,922700
2020-01-31,121.57984161376953,122.94560529529782,120.90142741524673,122.21363387332067,1300500
2020-02-03,121.86557006835938,122.24940614306914,121.5352776277761,121.69596301362957,1253800
2020-02-04,120.3658447265625,122.12437978650198,120.3480013968294,121.35669436124483,1193000
2020-02-05,120.57115173339844,121.10673760187721,119.69633832608636,120.11588808120152,923300
2020-02-06,120.95645904541016,121.2162854234662,120.21279917514659,120.61598463766967,669000
2020-02-07,120.46363067626953,121.96887321964562,120.40987445534006,121.74487985145937,938200
2020-02-10,121.14458465576172,121.44921236889692,120.463636036435,120.69659789945555,1400000
2020-02-11,121.26106262207031,121.84345365957077,121.0460377097999,121.43129979193242,746800
2020-02-12,121.58360290527344,121.95095532653124,120.50843742462669,120.52636072288755,996000
2020-02-13,122.70357513427734,122.9544466349605,121.44921763086154,121.58360819498772,814200
2020-02-14,124.8270034790039,125.12266262943997,122.75729372568075,123.21424884656189,1091200
2020-02-18,124.77326965332031,125.94700646906166,124.77326965332031,125.7409227124022,1478400
2020-02-19,124.27154541015625,126.66379347070192,123.85940517759838,124.60306496496605,1288700
2020-02-20,123.01718139648438,124.24466088736115,122.300399762483,123.93107832162293,1022400
2020-02-21,123.43830108642578,123.76980698219084,122.85590997566631,123.1157500059744,1222200
2020-02-24,122.3272705078125,123.42035935772937,121.80760419625598,122.61398861272853,1219400
2020-02-25,119.24510192871094,122.61397081511915,118.95839753688222,122.4885350802935,1056500
2020-02-26,119.2003173828125,120.89370687821695,118.79713201180604,119.11968304290555,1118600
2020-02-27,114.48750305175781,120.40988896723145,114.43374682434961,118.95841614132243,1277700
2020-02-28,110.79608917236328,112.71347196536526,108.07232884124468,111.19927452355383,3988800
2020-03-02,117.22918701171875,117.31878984372335,111.17241016655947,111.39640357509828,1860400
2020-03-03,117.74887084960938,120.73246513508302,117.01417946964251,117.56967883045706,1639200
2020-03-04,125.71404266357422,125.73196596202312,119.22720311510946,119.22720311510946,1528700
2020-03-05,124.86286163330078,125.87531601554545,122.47956895425808,124.11024720985677,1218400
2020-03-06,126.33231353759766,126.95949250171604,120.62496445690618,121.86139908003214,1492800
2020-03-09,122.91861724853516,125.23918553242491,118.85088955185643,119.29887634047476,2322200
2020-03-10,123.38455200195312,126.1083062057983,117.64135694261688,123.77876897070705,2185400
2020-03-11,116.1808853149414,122.41686706271229,114.93548266238504,121.27002204473827,2157100
2020-03-12,105.69800567626953,114.19183149513869,102.39186093640868,109.49693178998251,2494900
2020-03-13,114.94445037841797,114.98029697945589,104.41676711650108,108.73535971717276,1667000
2020-03-16,106.45063018798828,118.5910762240841,103.3505620913592,103.48495950981797,2367600
2020-03-17,124.09234619140625,125.69613295345019,107.96482105461699,108.7084807987234,2364400
