Price,Close,High,Low,Open,Volume
Ticker,SBAC,SBAC,SBAC,SBAC,SBAC
Date,,,,,
2020-01-02,221.28541564941406,224.43513078532882,219.71982390352886,223.39757074578498,555800
2020-01-03,223.2864227294922,223.99974264964726,220.210833983135,220.210833983135,787400
2020-01-06,223.49020385742188,224.18499205594236,220.47945499716647,223.28639818834904,810600
2020-01-07,219.969970703125,223.72183031185315,218.16352396870153,223.33275056409303,539300
2020-01-08,222.36001586914062,223.31419053928357,219.97921563850795,220.31271454213575,547800
2020-01-09,223.4438934326172,224.8149382576962,222.4248791697825,223.20303860005689,358900
2020-01-10,226.80665588378906,227.39028248017232,223.09186015856818,224.29614836592788,387000
2020-01-13,231.6424102783203,231.84621596680614,228.22404975431223,228.22404975431223,669000
2020-01-14,230.3546905517578,231.9573312040705,228.3166482097502,230.96610749501025,526300
2020-01-15,231.1328582763672,232.7910797774469,230.32690854441518,230.69745657081813,352200
2020-01-16,232.27236938476562,232.42985304513672,228.93739384328015,231.05880801593173,698000
2020-01-17,233.4859161376953,236.00568281690855,231.60535695118384,232.24456444388554,533200
2020-01-21,235.70916748046875,236.06119795408455,232.40196953118183,232.82811242742721,650200
2020-01-22,234.01394653320312,237.58979061802327,232.93007856166608,237.0988080531946,586000
2020-01-23,236.23727416992188,236.54298270966052,232.78186441218526,233.33770069089255,387300
2020-01-24,234.51417541503906,236.9505706009007,234.09730531509564,236.23725074557385,316600
2020-01-27,234.13436889648438,234.8939966584799,231.61460251456816,233.1894529693902,482300
2020-01-28,233.21725463867188,234.82916845861996,232.59657883500014,234.82916845861996,574100
2020-01-29,230.9846649169922,233.33768902564745,229.28012114624386,233.22651329416175,449300
2020-01-30,235.0607147216797,235.3015695071984,228.91878340370266,229.5672494689453,557100
2020-01-31,231.18841552734375,235.90370724039417,230.9475607482556,233.24498937613384,537800
2020-02-03,231.20700073242188,235.43131097817349,230.4195684046862,232.43909357668326,518500
2020-02-04,235.45909118652344,235.7092189005264,231.28110316478237,231.80913485489708,411700
