Price,Close,High,Low,Open,Volume
Ticker,REG,REG,REG,REG,REG
Date,,,,,
2020-01-02,47.9006233215332,49.29073614863512,47.7841322944056,49.29073614863512,759300
2020-01-03,48.46753692626953,48.5296662598746,47.67540569774298,47.84625840266724,833500
2020-01-06,48.59178924560547,48.933491669157945,48.28114852420179,48.48306588186102,618300
2020-01-07,47.9006233215332,48.467540197741776,47.582217871539626,48.45977551176188,557100
2020-01-08,48.28892517089844,48.545201295700934,47.88509334280994,47.993816726816455,767700
2020-01-09,47.7996711730957,48.22680006022521,47.543395025814114,48.14914133983449,875600
2020-01-10,48.08701705932617,48.23457279109941,47.55893237255495,47.861805561471755,1207800
2020-01-13,48.24232482910156,48.319986499799896,47.93168703377769,48.04041041026554,804000
2020-01-14,48.66168975830078,48.71605144743271,48.001581840275975,48.25009326559048,986200
2020-01-15,48.964561462402344,49.18201117515665,48.58402964943943,48.941264442728226,785500
2020-01-16,49.11988067626953,49.29073338314022,48.91796626473212,49.16647767700419,605000
2020-01-17,49.0810546875,49.477118852176126,49.03445768357167,49.09658702214278,750500
2020-01-21,49.585845947265625,49.702336984569264,48.94903499165004,49.22084642452849,667000
2020-01-22,49.39946365356445,49.943080592261175,49.26744028095944,49.492654705556724,503400
2020-01-23,49.764469146728516,49.78776617051285,49.09659348166779,49.52372237182583,437100
2020-01-24,49.53925323486328,49.764467666380156,49.23638008471518,49.60914726662748,459800
2020-01-27,49.182010650634766,49.422754418005894,48.96456094019954,49.182010650634766,604300
2020-01-28,49.5081787109375,49.68679609823899,49.02668823375568,49.0499852522112,762500
2020-01-29,48.90243911743164,49.5858440924125,48.87137444698069,49.383929659461344,436200
2020-01-30,48.452003479003906,48.91019693509399,48.07147168813479,48.76264421490857,672500
2020-01-31,48.18020248413086,48.47530796999344,47.93169104209392,48.43647861264205,799300
2020-02-03,48.08701705932617,48.73159576393628,48.00935833075439,48.452019601092886,1091800
2020-02-04,48.65392303466797,49.38392494564479,48.12583553736908,49.30626623942015,1312400
2020-02-05,49.26742935180664,49.383920362823005,48.63838618728879,48.76264188321115,682700
2020-02-06,49.32180404663086,49.741171204437286,49.20531596736987,49.46159211173625,448000
2020-02-07,49.0189208984375,49.547008378386536,48.832538824625864,49.34509397134233,382800
2020-02-10,49.54700469970703,49.58583404866072,49.09657891936331,49.32955797557485,728800
2020-02-11,48.65392303466797,49.98190646354177,48.38987928601853,49.523712986840955,690300
2020-02-12,48.38988494873047,48.89467252324174,48.288926248832176,48.68499043690995,1645800
2020-02-13,48.79371643066406,49.236377622201246,48.07147912605286,48.38988459650048,1595700
2020-02-14,49.71784973144531,49.77221140734357,48.49082523797016,49.02668027538028,1358700
2020-02-18,49.88871765136719,50.2071260824879,49.469356446639274,49.79552956419438,749700
2020-02-19,49.189781188964844,49.927550837619194,48.9878667507756,49.880956793224044,718800
2020-02-20,49.74892807006836,49.80328976091219,49.18977882674754,49.21307584782634,949400
2020-02-21,49.9174690246582,50.25453759895689,49.53336658292331,49.6352718005696,1069200
2020-02-24,49.713653564453125,50.215336138673436,49.407940932679125,49.63526678358021,868600
2020-02-25,48.49080276489258,49.78420258361234,48.37321960397987,49.682300367102926,1801300
2020-02-26,48.16941833496094,49.96450394469143,48.13022493973724,48.53000235544196,2050100
2020-02-27,45.82560729980469,48.04398832270289,45.75505800603108,48.01263241652266,1796800
2020-02-28,45.02605438232422,45.27689567769261,43.46613526364353,45.261220713213184,2945300
2020-03-02,47.260108947753906,47.346336195234265,45.08092129686494,45.20634193221897,1555900
2020-03-03,46.18619918823242,48.14589880735832,45.99022922631983,47.16604899779537,1558200
2020-03-04,48.647579193115234,48.86706456998283,46.37432668314888,47.08765714823256,1555400
2020-03-05,48.37321853637695,48.39673696219884,46.92304219853382,47.58933878829657,1221600
2020-03-06,47.377689361572266,47.54230637593311,45.919675589231,47.064139266663275,2133100
2020-03-09,44.05404281616211,45.38663899732497,43.740489718148275,44.82224461700565,1514100
2020-03-10,45.44935607910156,45.566939259782906,42.9958111636845,44.908480026549285,1435500
2020-03-11,43.38775634765625,44.53222340822309,42.6979441079006,44.30489749294993,2340300
2020-03-12,40.479549407958984,42.75280185639924,39.907317554996055,40.92636062178296,2390500
2020-03-13,43.309356689453125,43.48964867521103,40.330614202982446,42.149215004838815,2677900
2020-03-16,35.22755813598633,40.69120145404123,35.180527260419666,39.821094372887465,2230500
2020-03-17,37.37538528442383,37.87706782672259,33.18946746050575,36.18388775133235,2169400
2020-03-18,29.622819900512695,35.50191870631765,28.815421631135766,35.36865757844865,1820300
2020-03-19,29.419008255004883,31.770647680415706,27.60040733857498,29.599300252121346,1660500
2020-03-20,27.670955657958984,31.28464192507586,27.020336994978734,29.567946282005316,2502700
2020-03-23,27.34173583984375,28.047226061232728,25.742619886938133,27.686641970949587,2953900
2020-03-24,30.924055099487305,31.049475733241252,28.0393775328827,28.95651535653399,2582700
