Price,Close,High,Low,Open,Volume
Ticker,SWK,SWK,SWK,SWK,SWK
Date,,,,,
2020-01-02,139.8850860595703,139.8850860595703,138.0534781878278,139.16909239017824,1026000
2020-01-03,139.13575744628906,139.48542693569567,137.22922346039715,137.22922346039715,937000
2020-01-06,138.63624572753906,138.64456665517588,137.12099845302262,137.65383000702377,958600
2020-01-07,137.52896118164062,139.03587491912907,137.44570108523615,138.711180869083,1144800
2020-01-08,138.1866455078125,139.07748010600886,137.3540955074218,137.82865510542283,2367800
2020-01-09,137.58721923828125,138.8610198220802,137.137647792584,138.6861914224169,1666200
2020-01-10,138.2033233642578,139.2440110401935,137.47067517521288,138.01184038892362,1510400
2020-01-13,137.6205291748047,139.06915816689673,137.53726908628417,138.67787132122686,930600
2020-01-14,138.7528076171875,139.61033323418837,137.3624504255093,137.54561247027715,1199100
2020-01-15,139.1024627685547,139.39384766150638,137.4623381668447,138.28656728310224,1250100
2020-01-16,141.9497833251953,142.23284729290754,139.1274391678162,139.66859161807224,1807900
2020-01-17,143.6398468017578,144.588953269281,141.59178096833097,142.11627881636713,1299800
2020-01-21,141.358642578125,143.07370605108267,141.26706158055785,142.82393853919925,1458100
2020-01-22,139.76849365234375,142.0746479328652,139.58533164183024,141.57512557085929,1215800
2020-01-23,140.26803588867188,140.57608806111253,137.49564255894333,138.76944318291234,1188300
2020-01-24,138.60292053222656,140.95903855818852,137.52060299078855,140.45951618008974,1008800
2020-01-27,135.15614318847656,136.5631545049248,133.7574655011192,135.22274870268922,978300
2020-01-28,138.49468994140625,138.8110502854349,135.3559730575166,136.26344945856638,1204800
2020-01-29,135.4975128173828,136.86289431243284,131.8259642598936,132.53363684303315,2393400
2020-01-30,137.5039825439453,137.5789090067689,133.3911828684267,134.86480015582458,1391900
2020-01-31,132.65020751953125,137.40406142492444,132.24225340161914,136.4965848746509,1855300
2020-02-03,133.9322967529297,136.24678443107217,132.9748694608122,133.70751742927277,1173000
2020-02-04,138.03680419921875,139.1191218313714,135.89714442072648,135.90547805180142,1073300
2020-02-05,139.7601776123047,140.64267866291982,138.9193066063557,140.0515752212615,829100
2020-02-06,138.30322265625,140.8175275899959,137.87862666596817,140.74260112765913,660300
2020-02-07,135.74728393554688,137.46233495216165,135.40593537686388,137.08768998215345,743800
2020-02-10,136.9461669921875,137.5039740203638,135.00632378474728,135.31436324862074,575000
2020-02-11,137.81199645996094,138.45306349828084,136.6380979453465,137.46232699461493,1003600
2020-02-12,140.1764678955078,140.73427498431747,138.9942481799207,138.9942481799207,604400
2020-02-13,139.76849365234375,140.21806504851952,139.12742661554648,139.144081172058,870500
2020-02-14,139.01087951660156,140.40123654216896,138.19498404429066,139.77682401970847,545800
2020-02-18,137.31246948242188,138.4947016968118,136.1469045292694,138.46139258174733,859700
2020-02-19,134.6982879638672,138.5863084817468,133.54937735457435,137.78705471972313,1487900
2020-02-20,134.91468811035156,136.38830470940084,133.8406918300662,134.80645257880474,1091900
2020-02-21,131.6261749267578,134.40688919148766,131.46798837632417,133.81577303518932,1571700
2020-02-24,125.78169250488281,127.78814164367792,124.89919127801588,127.4717684854771,1470300
2020-02-25,119.6291275024414,126.72245800640043,118.4385742375824,126.41440582675783,2734800
2020-02-26,118.3969497680664,123.33396553216883,118.16382406356996,120.91124180569525,2453600
2020-02-27,113.33505249023438,118.71331917933065,113.33505249023438,115.50800882288404,1998300
